,start,n_intervals,device_id,prices
309,2023-12-06 17:00:00+00:00,49,6,"[16.528000000000002, 14.993000000000002, 12.991, 11.568, 10.733, 10.044, 9.92, 9.785, 9.686, 9.181000000000001, 8.992, 9.453, 11.658]"
310,2023-12-08 13:30:00+00:00,3,6,[11.833]
311,2023-12-11 15:00:00+00:00,60,6,"[10.551000000000002, 11.799, 12.264, 12.135, 11.403, 9.924, 9.648, 8.682, 8.805, 8.706000000000001, 8.562000000000001, 8.442, 8.701, 8.903, 10.741, 12.109000000000002]"
312,2023-12-12 16:15:00+00:00,56,6,"[10.5, 9.422, 9.215, 8.814, 8.337000000000002, 7.75, 7.536, 7.2959999999999985, 7.370000000000001, 7.143000000000001, 7.302, 7.545, 8.31, 10.241]"
313,2023-12-17 14:15:00+00:00,87,6,"[6.299, 7.661, 7.368000000000001, 7.067, 5.979, 5.8950000000000005, 5.973, 4.781000000000001, 5.29, 5.116, 4.981000000000001, 4.9030000000000005, 5.247, 6.214, 8.381, 10.338, 10.924, 10.146, 8.903, 8.117, 7.489, 7.490000000000002, 8.11, 8.911, 9.52, 10.422, 10.301000000000002, 9.618000000000002, 7.798000000000002, 7.109000000000001, 6.298, 5.5120000000000005, 4.729, 4.649, 4.506, 5.572, 5.8950000000000005, 6.501000000000001, 7.969, 9.367, 10.01, 9.428, 8.61, 7.971, 7.65, 7.473, 8.066, 8.442, 8.821, 9.181000000000001, 9.174, 9.08, 8.502, 7.948, 7.568000000000001, 5.9830000000000005, 5.785, 5.048, 4.800000000000001, 3.998, 3.151, 4.002000000000001, 4.672, 6.796, 7.293000000000001, 7.054000000000001, 6.793000000000001, 6.236000000000001, 6.2, 6.059000000000001]"
314,2023-12-20 13:45:00+00:00,64,6,"[6.998000000000001, 7.349, 8.024, 8.183, 8.184000000000001, 7.798999999999999, 6.678000000000001, 6.142, 4.888000000000001, 3.016, 2.508, 2.09, 0.348, 0.007, 0.033, 2.385]"
315,2023-12-21 18:00:00+00:00,45,6,"[4.849, 4.097, 3.315, 2.877, 0.605, 0.001, -0.01, -0.007, -0.018, -0.025, -0.008, 0.081]"
316,2023-12-22 13:30:00+00:00,11,6,"[3.4170000000000003, 4.241, 4.295000000000001]"
317,2023-12-26 12:00:00+00:00,3,6,[0.0]
318,2023-12-26 16:15:00+00:00,11,6,"[5.366, 5.305, 4.932]"
319,2023-12-29 12:30:00+00:00,14,6,"[0.223, 0.999, 1.002, 2.5120000000000005, 2.6590000000000003, 1.7170000000000003, 1.01, 0.504, 2.29, 1.889, 0.589, 0.277, 0.8880000000000001, 0.5599999999999999, 0.574, 0.751, 0.577, 2.086, 2.753, 2.7920000000000003, 2.391, 1.989, 2.002, 2.384, 4.204, 5.625, 6.999, 8.014000000000001]"
320,2024-01-01 14:45:00+00:00,58,6,"[4.306, 4.993, 5.8, 5.425, 4.801, 4.295, 4.709, 3.555, 3.059, 2.007, 3.103, 1.839, 1.108, 1.378, 4.763]"
321,2024-01-03 14:15:00+00:00,60,6,"[7.359, 8.228, 8.297, 7.903, 7.323, 6.741, 6.5, 5.812, 5.73, 5.046, 4.0, 2.548, 3.5, 5.773, 7.265]"
322,2024-01-04 14:00:00+00:00,62,6,"[9.862, 10.573, 13.323, 14.465, 12.5, 10.359, 10.001, 9.486, 8.883, 8.608, 8.051, 7.701, 7.321, 7.405, 7.603, 8.1]"
323,2024-01-05 14:15:00+00:00,82,6,"[10.297, 10.738, 10.845, 10.396, 10.009, 9.419, 9.492, 8.68, 8.225, 8.02, 7.613, 7.301, 7.301, 7.459, 7.51, 8.139, 8.84, 9.223, 9.73, 10.043]"
324,2024-01-09 20:45:00+00:00,53,6,"[10.618, 9.709, 8.929, 8.676, 8.673, 8.609, 8.63, 8.905, 10.888, 12.629, 14.128, 13.039, 11.856, 10.913]"
325,2024-01-10 18:15:00+00:00,68,6,"[12.0, 10.976, 10.449, 9.603, 9.175, 8.859, 8.725, 8.238, 8.195, 8.936, 10.207, 11.686, 14.1, 12.916, 11.365, 10.648, 9.938]"
326,2024-01-11 18:00:00+00:00,68,6,"[13.231, 11.788, 10.719, 10.0, 9.722, 9.104, 8.822, 8.522, 8.463, 8.434, 8.532, 9.211, 11.816, 14.074, 13.496, 12.201, 11.473, 10.698]"
327,2024-01-24 16:45:00+00:00,61,6,"[5.332, 5.009, 4.218, 4.004, 4.201, 3.853, 4.434, 4.506, 4.334, 4.492, 4.622, 5.238, 6.91, 7.765, 9.187, 8.797]"
328,2024-01-27 11:30:00+00:00,8,6,"[5.388, 5.972]"
329,2024-01-30 13:30:00+00:00,61,6,"[7.949, 8.236, 8.817, 9.923, 9.191, 8.604, 7.8, 7.501, 7.151, 7.173, 7.019, 7.089, 6.982, 6.914, 7.382]"
330,2024-02-02 13:00:00+00:00,9,6,"[5.483, 5.309, 5.273]"
331,2024-02-05 20:30:00+00:00,55,6,"[5.63, 4.741, 3.504, 2.765, 0.708, 0.307, 0.194, 1.938, 5.0, 6.816, 6.2, 6.135, 5.656, 5.17]"
332,2024-02-06 11:15:00+00:00,5,6,[4.254]
333,2024-02-06 20:45:00+00:00,61,6,"[5.652, 5.236, 4.117, 3.552, 3.415, 4.659, 5.447, 5.963, 7.483, 8.667, 8.7, 8.553, 8.117, 7.801, 7.598, 7.924]"
334,2024-02-07 18:00:00+00:00,53,6,"[10.97, 9.991, 8.765, 8.363, 7.921, 7.37, 7.32, 7.215, 7.294, 7.365, 7.785, 8.708, 11.0, 13.315]"
335,2024-02-10 11:00:00+00:00,20,6,"[6.83, 6.672, 6.953, 7.717, 8.613, 8.895, 8.762, 8.101, 7.44, 6.784, 6.586, 6.346, 5.548, 5.367, 5.26, 4.683, 4.364, 4.625, 4.919, 5.316, 5.506, 5.797, 6.116, 6.554, 6.46, 6.212, 6.399, 6.63, 7.069, 7.85]"
336,2024-02-12 14:00:00+00:00,0,6,[6.64]
337,2024-02-12 14:00:00+00:00,60,6,"[6.64, 7.842, 9.39, 9.6, 8.908, 7.915, 7.154, 6.587, 6.19, 6.859, 6.537, 6.341, 6.049, 6.006, 6.359, 7.069]"
338,2024-02-21 20:45:00+00:00,43,6,"[4.171, 3.522, 3.047, 2.701, 2.707, 2.795, 3.7, 4.805, 6.609, 7.653, 8.191]"
339,2024-02-22 17:00:00+00:00,68,6,"[5.991, 5.242, 4.245, 2.448, 1.206, 0.191, 0.923, 0.107, 0.119, 0.009, 0.002, 0.009, 3.968, 5.706, 5.935, 5.169, 4.664, 4.165]"
340,2024-02-26 13:45:00+00:00,60,6,"[6.495, 6.999, 7.7, 8.532, 8.101, 7.221, 6.569, 6.521, 6.076, 5.762, 5.755, 5.735, 5.687, 5.735, 6.31]"
341,2024-02-28 13:15:00+00:00,64,6,"[7.043, 7.496, 9.304, 9.324, 7.829, 6.544, 6.259, 6.402, 5.512, 5.511, 5.333, 5.006, 4.703, 4.715, 5.332, 6.203]"
342,2023-10-06 11:00:00+00:00,39,7,[]
343,2023-10-07 16:30:00+00:00,14,7,"[10.891, 10.0, 8.399, 7.619]"
344,2023-10-08 12:15:00+00:00,9,7,"[7.08, 8.859]"
345,2023-10-10 09:45:00+00:00,20,7,"[9.665000000000001, 8.929, 9.142, 9.162, 9.92]"
346,2023-10-13 10:00:00+00:00,15,7,"[3.4450000000000003, 0.73, 0.431, 0.424]"
347,2023-10-26 17:00:00+00:00,7,7,"[15.099000000000002, 13.072]"
348,2023-10-26 18:45:00+00:00,10,7,"[11.906, 11.706, 10.485]"
349,2023-10-27 16:30:00+00:00,16,7,"[14.054, 12.089, 10.005, 9.684]"
350,2023-10-31 11:30:00+00:00,13,7,"[9.777, 10.497, 11.751]"
351,2023-11-02 10:30:00+00:00,30,7,"[6.04, 5.936, 6.95, 7.608, 7.943000000000001, 8.726, 9.795, 9.384]"
352,2023-11-04 10:30:00+00:00,10,7,"[2.0, 2.1140000000000003, 3.079]"
353,2023-11-05 09:45:00+00:00,15,7,"[4.846, 4.428, 2.97, 3.815]"
354,2023-11-07 09:45:00+00:00,9,7,"[8.903, 8.621, 8.879000000000001]"
355,2023-11-09 10:00:00+00:00,16,7,"[9.5, 9.016, 9.232, 10.061, 11.661]"
356,2023-11-12 13:15:00+00:00,7,7,"[10.952, 12.381]"
357,2023-11-14 10:15:00+00:00,6,7,[7.506]
358,2023-11-19 09:00:00+00:00,11,7,"[1.259, 1.266, 1.167]"
359,2023-11-23 11:15:00+00:00,3,7,[6.993000000000001]
360,2023-11-23 13:30:00+00:00,8,7,"[7.352, 7.359000000000002]"
361,2023-11-24 11:15:00+00:00,12,7,"[7.1450000000000005, 7.538, 7.737000000000001]"
362,2023-11-28 15:45:00+00:00,14,7,"[18.998, 17.7, 16.02, 13.912]"
363,2023-12-01 10:15:00+00:00,29,7,"[19.709000000000003, 17.519000000000002, 17.432, 18.44, 20.005000000000003, 23.069000000000003, 19.916]"
364,2023-12-02 13:30:00+00:00,79,7,"[12.35, 12.979, 14.404, 14.496000000000002, 12.956, 12.252, 11.483, 10.988, 10.601, 10.83, 10.268, 9.988, 9.862000000000002, 9.462, 9.172, 8.886000000000001, 9.213, 9.702, 10.015, 10.496]"
365,2023-12-05 09:30:00+00:00,10,7,"[12.127, 11.834, 11.853000000000002]"
366,2023-12-05 18:30:00+00:00,46,7,"[12.863, 11.783, 11.155, 10.328, 9.497, 9.31, 9.257, 9.096, 9.059, 9.389, 10.694, 13.386000000000005]"
367,2023-12-13 15:45:00+00:00,71,7,"[11.015, 10.589, 10.241, 9.658, 9.088, 9.235, 8.425, 7.734000000000002, 7.63, 7.715, 7.719, 7.914, 8.257, 9.848, 11.967, 13.065, 12.496, 12.615000000000002]"
368,2023-12-19 18:15:00+00:00,9,7,"[8.502, 7.948]"
369,2023-12-20 16:15:00+00:00,17,7,"[8.183, 8.184000000000001, 7.798999999999999, 6.678000000000001]"
370,2023-12-21 15:45:00+00:00,57,7,"[3.508, 3.9340000000000006, 4.849, 4.097, 3.315, 2.877, 0.605, 0.001, -0.01, -0.007, -0.018, -0.025, -0.008, 0.081, 3.168]"
371,2023-12-22 16:45:00+00:00,79,7,"[5.0360000000000005, 4.049, 2.466, 2.5530000000000004, 3.0410000000000004, 1.2000000000000002, 0.004, -0.001, -0.001, -0.002, -0.001, 0.0, 0.01, 0.743, 2.0, 4.208, 4.164000000000001, 4.59, 4.736, 4.981000000000001]"
372,2023-12-28 15:15:00+00:00,88,7,"[4.683, 4.59, 3.855, 1.998, 1.375, 1.772, 0.1, 0.0, -0.008, -0.028, -0.093, -0.095, -0.026, -0.007, -0.001, 0.444, 0.109, 0.005, -0.001, 0.06, 0.099, 0.223]"
373,2023-12-30 12:30:00+00:00,7,7,"[4.204, 5.625]"
374,2024-01-04 12:15:00+00:00,8,7,"[9.211, 9.862]"
375,2024-01-09 14:15:00+00:00,6,7,[12.785]
376,2024-01-10 15:45:00+00:00,60,7,"[14.379, 14.0, 13.215, 12.0, 10.976, 10.449, 9.603, 9.175, 8.859, 8.725, 8.238, 8.195, 8.936, 10.207, 11.686]"
377,2024-01-11 10:15:00+00:00,8,7,"[9.938, 9.9]"
378,2024-01-11 14:30:00+00:00,63,7,"[13.735, 15.009, 13.669, 13.231, 11.788, 10.719, 10.0, 9.722, 9.104, 8.822, 8.522, 8.463, 8.434, 8.532, 9.211, 11.816]"
379,2024-01-12 11:30:00+00:00,91,7,"[10.308, 10.454, 11.0, 12.0, 12.75, 12.6, 11.947, 10.879, 9.848, 9.337, 8.538, 9.0, 8.5, 8.2, 7.847, 7.5, 7.492, 7.81, 8.222, 8.526, 7.511, 7.421, 7.272]"
380,2024-01-17 12:15:00+00:00,14,7,"[12.174, 12.546, 12.856]"
381,2024-01-23 15:00:00+00:00,60,7,"[7.895, 8.159, 8.451, 7.455, 6.195, 5.374, 4.536, 3.326, 0.305, -0.003, -0.064, -0.441, -0.484, -0.018, 1.476, 4.209]"
382,2024-01-25 10:45:00+00:00,10,7,"[7.495, 7.786, 8.707]"
383,2024-01-26 12:00:00+00:00,11,7,"[4.647, 4.928, 5.011, 5.274, 6.07, 5.875, 6.496, 5.878, 6.202, 5.958, 5.708, 5.55, 5.503, 5.621, 5.505, 5.574, 5.683, 5.907, 6.591, 7.529, 7.256, 6.006, 5.661, 5.584, 5.388, 5.972, 7.244]"
384,2024-01-29 14:00:00+00:00,12,7,"[9.76, 10.843, 12.742, 11.73, 10.752, 9.198, 8.679, 8.342, 8.029, 7.194, 6.879, 6.937, 6.744, 6.718, 6.937, 7.843, 9.06, 9.593, 8.493, 7.715, 7.01, 6.81, 6.823, 7.193, 7.949, 8.236, 8.817, 9.923]"
385,2024-02-08 16:00:00+00:00,12,7,"[10.3, 9.467, 8.606, 8.32]"
386,2024-02-09 12:30:00+00:00,8,7,"[7.322, 8.156]"
387,2024-02-16 11:45:00+00:00,26,7,"[5.231, 5.378, 6.259, 6.999, 7.258, 7.742, 7.678]"
388,2024-02-21 14:45:00+00:00,17,7,"[6.992, 6.963, 6.858, 6.139, 5.211]"
389,2024-02-22 12:15:00+00:00,38,7,"[6.465, 6.475, 6.325, 6.176, 5.991, 5.242, 4.245, 2.448, 1.206]"
390,2024-02-23 15:45:00+00:00,82,7,"[7.38, 8.644, 8.401, 7.297, 6.926, 6.798, 6.51, 6.647, 6.39, 5.95, 5.52, 5.539, 5.71, 6.167, 6.611, 6.44, 5.76, 4.916, 4.584, 4.032, 3.222]"
391,2024-02-28 15:30:00+00:00,67,7,"[9.304, 9.324, 7.829, 6.544, 6.259, 6.402, 5.512, 5.511, 5.333, 5.006, 4.703, 4.715, 5.332, 6.203, 7.374, 7.389, 7.039]"
392,2024-03-01 10:30:00+00:00,24,7,"[6.308, 6.463, 6.711, 7.257, 7.894, 8.94]"
393,2024-03-03 16:15:00+00:00,77,7,"[8.436, 8.696, 8.18, 7.5, 7.218, 7.242, 6.913, 6.79, 6.741, 6.622, 6.559, 7.083, 8.118, 9.667, 10.297, 8.502, 7.193, 6.489, 6.393]"
394,2024-01-29 17:00:00+00:00,7,2,"[11.73, 10.752]"
395,2023-11-27 16:15:00+00:00,21,7,"[12.322, 11.712000000000002, 10.061, 9.446, 9.52]"
396,2024-02-01 12:15:00+00:00,4,2,[6.874]
397,2024-02-13 18:15:00+00:00,50,1,"[7.797, 7.186, 6.839, 6.474, 6.063, 5.934, 5.576, 5.479, 5.506, 5.843, 6.323, 7.274]"
398,2024-02-20 16:45:00+00:00,56,1,"[7.125, 7.347, 6.848, 6.133, 5.686, 5.277, 5.065, 4.847, 4.684, 4.477, 4.539, 5.003, 6.6, 8.134]"
399,2024-03-03 09:45:00+00:00,16,1,"[4.946, 4.751, 4.251, 4.684]"
400,2023-11-15 17:30:00+00:00,71,2,"[12.108, 11.01, 9.75, 9.166, 8.421, 8.546, 8.325000000000001, 7.512, 7.406, 8.11, 8.703000000000001, 10.006, 12.69, 12.999000000000002, 12.859000000000002, 12.01, 11.662, 12.263]"
401,2023-12-07 16:15:00+00:00,61,2,"[12.035, 10.414, 10.036, 9.7, 9.642, 8.708, 8.709000000000001, 8.326, 8.143, 7.952, 8.0, 8.704, 9.969, 10.729, 11.265]"
402,2023-12-08 15:45:00+00:00,66,2,"[11.799, 11.86, 10.556, 10.462000000000002, 10.112000000000002, 10.172, 9.058, 9.5, 8.51, 7.949, 7.306999999999999, 7.056000000000001, 7.301000000000001, 7.604000000000001, 8.24, 8.493, 9.151, 9.101, 9.194, 9.42, 9.067, 8.563, 8.35, 8.008000000000001, 7.904, 7.743000000000001, 6.945, 6.446, 6.041, 5.684000000000001, 4.618, 3.369, 2.151, 1.3210000000000002, 0.599, 1.0, 1.809, 2.397, 4.1850000000000005, 6.086, 6.578, 6.735, 6.968000000000001, 6.720000000000001, 6.71, 6.9670000000000005, 7.584, 8.03, 8.03, 8.542, 8.076, 7.805, 7.714, 7.802, 6.916, 3.444, 1.55, 1.2720000000000002, 0.862, 1.1820000000000002, 3.804, 7.459, 9.136, 9.798, 9.833]"
403,2024-01-17 16:45:00+00:00,84,1,"[12.359, 11.428, 10.98, 10.109, 9.428, 8.417, 8.133, 7.72, 7.529, 7.491, 7.757, 8.1, 9.144, 11.155, 12.589, 12.217, 11.09, 10.795, 9.355, 8.762, 8.643]"
404,2023-11-08 14:15:00+00:00,66,2,"[11.681, 11.904000000000002, 12.709, 12.095, 10.951, 9.285, 8.299, 6.7700000000000005, 7.193000000000001, 6.833, 7.0040000000000004, 7.28, 7.444, 8.363, 10.961, 12.006]"
405,2023-11-14 16:15:00+00:00,58,2,"[11.981000000000002, 11.696, 10.043, 8.974, 8.911, 8.55, 8.11, 7.642, 7.290000000000002, 7.069, 7.445, 8.228, 10.308, 12.319]"
406,2024-01-30 09:45:00+00:00,7,2,"[7.01, 6.81]"
407,2024-02-19 14:30:00+00:00,70,2,"[7.151, 7.625, 9.765, 7.998, 7.186, 6.747, 6.627, 5.907, 5.806, 5.432, 5.396, 5.348, 5.299, 5.479, 7.053, 8.84, 9.089, 7.855]"
408,2023-10-11 18:15:00+00:00,62,2,"[10.195, 9.886, 8.992, 7.831, 8.295, 8.373000000000001, 8.782, 8.904000000000002, 10.26, 12.65, 13.284, 14.839, 13.768, 13.090000000000002, 12.494]"
409,2023-10-12 17:15:00+00:00,62,2,"[15.127000000000002, 12.936000000000002, 12.35, 10.984000000000002, 12.399, 11.5, 10.714, 10.14, 10.008, 9.525, 12.943, 14.345, 14.525, 13.205000000000002, 9.9]"
410,2023-12-20 17:15:00+00:00,54,2,"[8.184000000000001, 7.798999999999999, 6.678000000000001, 6.142, 4.888000000000001, 3.016, 2.508, 2.09, 0.348, 0.007, 0.033, 2.385, 4.512]"
411,2024-01-26 13:30:00+00:00,69,2,"[5.011, 5.274, 6.07, 5.875, 6.496, 5.878, 6.202, 5.958, 5.708, 5.55, 5.503, 5.621, 5.505, 5.574, 5.683, 5.907, 6.591, 7.529, 7.256, 6.006, 5.661, 5.584, 5.388, 5.972, 7.244, 8.362, 9.337, 9.595, 9.253, 8.442, 7.607, 7.597, 7.27, 6.677, 6.092, 5.965, 5.994, 6.14, 6.411, 6.053, 5.964, 5.963, 5.508, 5.116, 4.575, 4.158, 4.009, 5.065, 5.641, 6.887, 7.784, 7.193, 6.988, 6.825, 5.717, 5.943, 5.6, 4.997, 4.726, 4.812, 4.797, 5.158, 6.006, 8.0, 9.357]"
412,2023-10-06 07:45:00+00:00,10,1,[]
413,2023-11-01 18:45:00+00:00,47,1,"[5.315, 3.951, 3.4170000000000003, 1.8760000000000003, 2.14, 1.697, 1.5380000000000005, 1.3410000000000002, 1.449, 2.252, 6.957, 7.501000000000001]"
414,2024-02-21 16:30:00+00:00,57,1,"[6.858, 6.139, 5.211, 4.598, 4.171, 3.522, 3.047, 2.701, 2.707, 2.795, 3.7, 4.805, 6.609, 7.653]"
415,2023-12-14 17:00:00+00:00,55,2,"[12.616, 11.427, 10.281, 9.62, 9.446, 8.557, 8.613, 8.293000000000001, 8.01, 7.655, 7.516, 8.041, 9.597, 10.695]"
416,2023-12-21 16:15:00+00:00,58,2,"[3.9340000000000006, 4.849, 4.097, 3.315, 2.877, 0.605, 0.001, -0.01, -0.007, -0.018, -0.025, -0.008, 0.081, 3.168]"
417,2024-01-15 13:15:00+00:00,87,2,"[8.944, 9.752, 10.646, 11.28, 11.038, 10.242, 9.178, 8.949, 8.643, 8.145, 8.107, 7.992, 7.819, 7.697, 8.145, 9.407, 11.477, 14.411, 13.86, 12.2, 11.0, 10.343]"
418,2023-11-06 07:00:00+00:00,18,1,"[9.593, 7.493000000000001, 6.014, 5.629, 5.805]"
419,2023-11-13 07:00:00+00:00,18,1,"[15.179, 13.305, 12.178, 12.301000000000002, 12.134]"
420,2023-11-23 17:30:00+00:00,53,2,"[7.063, 5.09, 2.818, 1.896, 0.98, 0.148, 0.01, 0.012, 0.034, 0.155, 3.161, 7.053000000000001, 9.428]"
421,2024-01-10 17:30:00+00:00,53,2,"[13.215, 12.0, 10.976, 10.449, 9.603, 9.175, 8.859, 8.725, 8.238, 8.195, 8.936, 10.207, 11.686]"
422,2024-01-24 17:45:00+00:00,52,2,"[5.009, 4.218, 4.004, 4.201, 3.853, 4.434, 4.506, 4.334, 4.492, 4.622, 5.238, 6.91, 7.765]"
423,2024-02-22 17:45:00+00:00,56,2,"[5.242, 4.245, 2.448, 1.206, 0.191, 0.923, 0.107, 0.119, 0.009, 0.002, 0.009, 3.968, 5.706, 5.935]"
424,2024-03-04 16:15:00+00:00,68,2,"[10.518, 9.913, 8.052, 7.139, 6.749, 6.393, 6.196, 6.167, 6.133, 5.986, 6.056, 6.167, 7.153, 7.928, 8.302, 7.7, 7.115]"
425,2023-10-07 08:45:00+00:00,14,1,"[1.962, 1.038, 0.022, 0.1]"
426,2023-10-18 15:30:00+00:00,80,2,"[11.054000000000002, 10.69, 9.681000000000001, 8.629000000000001, 7.623000000000002, 4.748, 2.5890000000000004, 1.545, 1.01, 0.815, 1.7010000000000003, 4.288, 8.807, 10.778, 12.411, 12.7, 12.275, 12.464, 12.485, 12.011]"
427,2023-11-16 17:45:00+00:00,52,2,"[12.523, 12.118000000000002, 11.5, 11.02, 10.085, 10.6, 10.0, 9.565, 9.276, 9.57, 10.32, 11.935, 13.103000000000002]"
428,2023-11-28 15:45:00+00:00,60,2,"[18.998, 17.7, 16.02, 13.912, 12.545000000000002, 11.684, 10.941, 9.843, 9.517, 9.203, 8.588, 8.491, 9.57, 10.284, 13.259]"
429,2024-01-23 12:30:00+00:00,85,2,"[6.27, 7.463, 7.895, 8.159, 8.451, 7.455, 6.195, 5.374, 4.536, 3.326, 0.305, -0.003, -0.064, -0.441, -0.484, -0.018, 1.476, 4.209, 5.158, 5.076, 5.01]"
430,2023-12-01 10:30:00+00:00,6,1,"[19.709000000000003, 17.519000000000002]"
431,2023-10-24 12:45:00+00:00,68,2,"[13.217, 12.916, 14.0, 14.987000000000002, 15.407, 13.345, 11.931, 11.41, 10.278, 9.907, 9.456, 8.943000000000001, 8.606, 9.054, 9.699, 12.55, 15.016]"
432,2023-11-02 17:15:00+00:00,54,2,"[9.384, 8.776000000000002, 7.595, 7.227, 5.704000000000001, 1.517, 1.147, 1.0, 0.573, 0.973, 2.3600000000000003, 6.158, 8.98]"
433,2023-11-27 17:15:00+00:00,54,2,"[11.712000000000002, 10.061, 9.446, 9.52, 8.506, 7.774, 7.049, 6.747, 6.45, 6.829000000000001, 8.006, 8.934000000000001, 11.642]"
434,2023-12-12 15:30:00+00:00,71,2,"[11.088, 10.5, 9.422, 9.215, 8.814, 8.337000000000002, 7.75, 7.536, 7.2959999999999985, 7.370000000000001, 7.143000000000001, 7.302, 7.545, 8.31, 10.241, 9.883000000000001, 10.373, 10.03]"
435,2024-01-12 14:00:00+00:00,71,2,"[11.0, 12.0, 12.75, 12.6, 11.947, 10.879, 9.848, 9.337, 8.538, 9.0, 8.5, 8.2, 7.847, 7.5, 7.492, 7.81, 8.222, 8.526, 7.511, 7.421, 7.272, 7.035, 6.367, 6.791, 6.861, 7.078, 7.422, 7.581, 7.382, 7.306, 7.093, 6.43, 6.316, 6.402, 6.211, 6.293, 6.401, 6.467, 6.52, 6.731, 7.166, 7.674, 8.114, 8.063, 8.184, 8.039, 7.704, 7.915, 8.232, 8.662, 9.186, 9.697, 8.891, 8.1, 7.86, 7.539, 6.719, 6.79, 6.5, 6.394, 6.204, 6.204, 6.925, 7.995, 8.384, 9.93]"
436,2024-01-17 16:00:00+00:00,59,2,"[14.052, 12.359, 11.428, 10.98, 10.109, 9.428, 8.417, 8.133, 7.72, 7.529, 7.491, 7.757, 8.1, 9.144, 11.155]"
437,2024-02-23 13:00:00+00:00,17,2,"[3.908, 4.951, 6.308, 7.38, 8.644, 8.401, 7.297, 6.926, 6.798, 6.51, 6.647, 6.39, 5.95, 5.52, 5.539, 5.71, 6.167, 6.611, 6.44, 5.76, 4.916, 4.584, 4.032, 3.222, 3.76, 4.5, 5.595, 7.167, 8.0, 7.413, 6.517, 5.994, 5.622, 5.22, 5.657, 5.544, 5.538, 5.489, 5.519, 5.507, 5.671, 5.992, 6.158, 6.182, 5.631, 5.412, 5.0, 4.603, 4.984, 5.5, 6.78, 8.219, 9.369, 7.918, 6.999, 6.592, 6.523, 5.838, 5.783, 5.682, 5.57, 5.18, 5.33, 5.792, 7.002, 7.99, 8.16, 7.383, 6.665, 6.503, 5.842, 5.819, 6.129, 6.495, 6.999, 7.7, 8.532]"
438,2023-11-21 16:15:00+00:00,58,2,"[14.208000000000002, 13.235, 12.479, 11.052, 11.091, 9.804000000000002, 9.8, 9.501, 9.501, 9.2, 9.249, 9.487, 12.017, 14.073]"
439,2024-01-21 11:00:00+00:00,85,2,"[3.848, 3.769, 4.43, 4.904, 4.983, 5.665, 6.145, 5.864, 5.15, 5.246, 5.039, 3.946, 3.666, 2.224, 1.862, 0.504, 0.506, 2.0, 4.05, 6.047, 6.648, 5.758]"
440,2024-02-14 16:15:00+00:00,70,2,"[8.758, 8.447, 7.648, 6.968, 6.82, 6.38, 6.171, 6.113, 6.03, 5.975, 6.194, 6.606, 7.221, 8.157, 8.267, 7.876, 7.418]"
441,2024-03-02 08:00:00+00:00,1,3,[6.575]
442,2024-03-02 08:15:00+00:00,8,3,"[6.044, 5.918]"
443,2023-11-20 07:15:00+00:00,7,1,"[11.844, 11.218000000000002]"
444,2023-11-09 17:45:00+00:00,54,2,"[11.212000000000002, 9.601, 8.278, 8.404000000000002, 7.436, 6.41, 5.973, 5.3740000000000006, 4.836, 5.0, 6.678000000000001, 8.418000000000001, 10.666, 11.3]"
445,2023-11-11 14:30:00+00:00,82,2,"[11.572, 12.798000000000002, 13.576, 12.447, 11.351, 10.258, 9.238, 8.741, 8.954, 8.536, 8.525, 8.334999999999999, 8.413, 8.688, 8.624, 8.661, 8.762, 8.975, 8.861, 8.667, 8.809000000000001, 8.902, 9.375, 10.952, 12.381, 13.827000000000002, 13.164, 12.541, 11.68, 10.733, 10.014, 8.802, 9.126, 8.682, 8.700000000000001, 8.725, 8.927, 9.326, 12.45, 14.209, 15.179, 13.305, 12.178, 12.301000000000002, 12.134]"
446,2023-11-24 10:45:00+00:00,88,2,"[7.633, 7.1450000000000005, 7.538, 7.737000000000001, 8.524, 9.097, 9.025, 8.623000000000001, 8.15, 7.474, 7.756, 7.284, 7.806999999999999, 7.403, 7.207, 7.1610000000000005, 6.999, 7.419, 7.981, 8.708, 9.429, 9.174, 8.917, 8.706000000000001, 8.482, 8.307, 9.009, 9.566, 11.491, 12.41, 12.71, 12.72, 12.113, 11.483, 11.53, 10.3, 11.11, 10.577, 10.267, 10.011, 9.72, 9.78, 9.983, 10.505, 11.269, 11.73, 11.529000000000002, 11.47, 11.337000000000002, 11.002, 11.51, 12.326, 13.415, 14.381, 14.967, 14.378, 13.591, 12.241, 11.899, 10.244, 9.926000000000002, 9.409, 8.99, 8.882, 8.791, 9.409, 12.201, 13.892, 14.499000000000002, 13.941]"
447,2024-02-20 14:45:00+00:00,82,2,"[6.308, 7.054, 7.125, 7.347, 6.848, 6.133, 5.686, 5.277, 5.065, 4.847, 4.684, 4.477, 4.539, 5.003, 6.6, 8.134, 8.511, 7.034, 6.41, 6.039, 5.301]"
448,2023-11-08 13:00:00+00:00,71,1,"[8.315000000000001, 10.542000000000002, 11.681, 11.904000000000002, 12.709, 12.095, 10.951, 9.285, 8.299, 6.7700000000000005, 7.193000000000001, 6.833, 7.0040000000000004, 7.28, 7.444, 8.363, 10.961, 12.006]"
449,2023-10-16 16:15:00+00:00,51,2,"[24.0, 15.994, 14.501, 13.52, 11.922, 12.758, 11.404000000000002, 10.838, 10.55, 11.057, 12.196, 15.025, 16.5]"
